Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,6,7,8,9,10,11,Written
80-119,BCConvert.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BCConvert.java,0.3976311336717428,0.01015228426395939,0.0,0.011844331641285956,0.001692047377326565,0.05102858669516431,0.5888324873096447,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,BeanStruct.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanStruct.java,0.2157721796276013,0.0,0.0,0.0,0.008762322015334063,0.023932092004381164,0.44687842278203727,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,BeanStruct.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanStruct.java,0.25691699604743085,0.0,0.0,0.0,0.011857707509881422,0.03513394817742644,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.18617511520737326,0.0,0.0,0.0018433179723502304,0.009216589861751152,0.02410138248847926,0.6423963133640553,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.2264280798348245,0.0,0.0,0.0027529249827942187,0.0055058499655884375,0.02432897453544391,0.7728836889194769,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.2233468286099865,0.0,0.0,0.0033738191632928477,0.005398110661268556,0.024342105263157898,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.22780678851174935,0.0,0.0,0.0013054830287206266,0.0032637075718015664,0.024363577023498697,0.0,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.3,0.0,0.0,0.004761904761904762,0.0,0.13877551020408163,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.23270440251572327,0.0031446540880503146,0.0,0.0,0.0031446540880503146,0.02397798742138365,0.2720125786163522,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.3553065260382334,0.0013183915622940012,0.0,0.001977587343441002,0.0006591957811470006,0.024357284113381675,0.34475939353988133,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.34654234654234656,0.010101010101010102,0.0,0.0,0.000777000777000777,0.024242424242424242,0.804972804972805,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.2573872472783826,0.0007776049766718507,0.0,0.0023328149300155523,0.0007776049766718507,0.02702177293934681,0.8032659409020217,0.3333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.184140500266099,0.0010643959552953698,0.0,0.0005321979776476849,0.0,0.024481106971793506,0.7690260777009047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.13143872113676733,0.0026642984014209592,0.0,0.0,0.007992895204262877,0.024134103019538188,0.12877442273534637,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.37140287769784175,0.0044964028776978415,0.0,0.0,0.0035971223021582736,0.031387792991413324,0.0,0.4516129032258063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.20457142857142857,0.0,0.0,0.008,0.008,0.023885714285714284,0.05616326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.23178137651821862,0.0,0.0,0.011133603238866396,0.005060728744939271,0.024013157894736844,0.03458164642375169,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.2736935341009743,0.0008857395925597874,0.0,0.002657218777679362,0.00354295837023915,0.024136403897254206,0.15190434012400356,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.32288698955365625,0.002849002849002849,0.0,0.000949667616334283,0.001899335232668566,0.024074074074074074,0.6467236467236467,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.3270440251572327,0.006289308176100629,0.0,0.0031446540880503146,0.0031446540880503146,0.08045073375262055,0.0,0.41666666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CharsetUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtilTest.java,0.14285714285714285,0.0,0.0,0.002976190476190476,0.0035714285714285713,0.024419642857142855,0.0,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CharsetUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtilTest.java,0.1816126601356443,0.0,0.0,0.007535795026375283,0.0,0.03927656367746797,0.0,0.5199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.20473773265651438,0.0,0.0,0.0,0.025380710659898477,0.0233502538071066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.2361111111111111,0.0,0.0,0.0,0.026041666666666668,0.023307291666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.23089983022071306,0.003395585738539898,0.0,0.0,0.025466893039049237,0.0233446519524618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.23652173913043478,0.0,0.0,0.0,0.02608695652173913,0.02330434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.25,0.0,0.0,0.0,0.031818181818181815,0.04832535885167464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.16431226765799256,0.013382899628252789,0.0,0.001486988847583643,0.0044609665427509295,0.024275092936802974,0.040520446096654276,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.37136627906976744,0.003633720930232558,0.0,0.0007267441860465116,0.0014534883720930232,0.02429142441860465,0.06686046511627906,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.32732516222062,0.003604902667627974,0.0,0.0007209805335255948,0.0014419610670511895,0.024297043979812548,0.330930064888248,0.4250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.2589928057553957,0.0028776978417266188,0.0,0.01079136690647482,0.002158273381294964,0.024298561151079135,0.9942446043165467,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.41723136495643753,0.005808325266214908,0.0,0.0,0.000968054211035818,0.024697793332836896,0.06776379477250725,0.35897435897435903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,ChinesUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtilTest.java,0.24183006535947713,0.0007262164124909223,0.0,0.0007262164124909223,0.005083514887436456,0.024291938997821352,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,ChinesUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtilTest.java,0.16624040920716113,0.0,0.0,0.0,0.0076726342710997444,0.06905370843989769,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.1758957654723127,0.0024429967426710096,0.0,0.0,0.004885993485342019,0.024206026058631924,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.21962616822429906,0.0033377837116154874,0.0,0.0,0.0013351134846461949,0.02434913217623498,0.0,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.23,0.0035714285714285713,0.0,0.0,0.002142857142857143,0.024303571428571428,0.0,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.20545073375262055,0.0,0.0,0.0,0.008385744234800839,0.02397798742138365,0.035290006988120196,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.1598326359832636,0.0,0.0,0.0,0.0041841004184100415,0.030439330543933055,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CollectionTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CollectionTest.java,0.22615535889872174,0.0,0.0,0.0,0.0058997050147492625,0.024041297935103245,0.05703048180924287,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,CollectionTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CollectionTest.java,0.2692307692307692,0.0,0.0,0.0,0.019230769230769232,0.15064102564102563,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3321256038647343,0.0012077294685990338,0.0,0.0,0.007246376811594203,0.023822463768115944,0.1956521739130435,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3360995850622407,0.004149377593360996,0.0,0.0,0.0016597510373443983,0.024190871369294605,0.05228215767634855,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3645933014354067,0.0028708133971291866,0.0,0.0,0.0019138755980861245,0.024066985645933014,0.053349282296650716,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3969849246231156,0.0010050251256281408,0.0,0.0,0.0020100502512562816,0.024020100502512562,0.435678391959799,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3359605911330049,0.0019704433497536944,0.0,0.0,0.0019704433497536944,0.02403940886699507,0.15041050903119868,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200-239,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.30628803245436104,0.002028397565922921,0.0,0.0,0.002028397565922921,0.056914449349719606,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,ConvertUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtilTest.java,0.15602322206095792,0.0,0.0,0.009433962264150943,0.005805515239477504,0.02429245283018868,0.12844702467343977,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,ConvertUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtilTest.java,0.17623188405797102,0.0005797101449275362,0.0,0.0,0.0034782608695652175,0.02443478260869565,0.0,0.4500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,ConvertUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtilTest.java,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,CoordinateUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CoordinateUtil.java,0.3395784543325527,0.0,0.0,0.0,0.00117096018735363,0.028275244524039126,0.24707259953161592,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,cpDetector.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\cpDetector.java,0.08173690932311622,0.0,0.0,0.0,0.0038314176245210726,0.054349368525613735,0.3231162196679438,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,DateUtilThreadSafe.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilThreadSafe.java,0.3111753371868979,0.0019267822736030828,0.0,0.0,0.005780346820809248,0.0240606936416185,0.14210019267822735,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,DateUtilThreadSafe.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilThreadSafe.java,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,DateUtilUsagesTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilUsagesTest.java,0.2408622305529522,0.0037488284910965324,0.0,0.0,0.004686035613870665,0.02408622305529522,0.026241799437675725,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,DateUtilUsagesTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilUsagesTest.java,0.3107806691449814,0.002973977695167286,0.0,0.0,0.0022304832713754648,0.024275092936802974,0.0,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,DateUtilUsagesTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilUsagesTest.java,0.34366925064599485,0.002583979328165375,0.0,0.0,0.0,0.048772609819121446,0.0,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.18893528183716074,0.0,0.0,0.003131524008350731,0.006263048016701462,0.023982254697286015,0.04488517745302714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.2504879635653871,0.0,0.0,0.003903708523096942,0.001951854261548471,0.02436564736499675,0.247234873129473,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.3546218487394958,0.0008403361344537816,0.0,0.0016806722689075631,0.0033613445378151263,0.024180672268907563,0.9899159663865547,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
120-159,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.2886662492172824,0.0006261740763932373,0.0,0.0006261740763932373,0.005009392611145898,0.024389480275516594,0.9924859110832811,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160-199,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.3893249607535322,0.0015698587127158557,0.0,0.0031397174254317113,0.0015698587127158557,0.046123944083127755,0.8963893249607535,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.06581532416502947,0.0,0.0,0.0019646365422396855,0.007858546168958742,0.024042239685658155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40-79,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.06906474820143885,0.0028776978417266188,0.16402877697841728,0.012949640287769784,0.0014388489208633094,0.023597122302158272,0.6532374100719425,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80-119,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.05273069679849341,0.0,0.1111111111111111,0.02824858757062147,0.0,0.027583914921900963,0.0,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-39,Entry.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Entry.java,0.16808371484630477,0.005232177894048398,0.0,0.0,0.0006540222367560497,0.02436232831916285,0.6285153695225638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
