Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,6,7,8,9,10,11,Written
50-99,BeanStruct.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanStruct.java,0.24778761061946902,0.0,0.0,0.0,0.008849557522123894,0.05604719764011799,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.1848184818481848,0.0,0.0,0.0013201320132013201,0.007920792079207921,0.019353135313531354,0.7438943894389439,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.23072687224669602,0.0,0.0,0.003303964757709251,0.005506607929515419,0.01946035242290749,0.9955947136563876,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.21626199887069453,0.0,0.0,0.002258610954263128,0.00564652738565782,0.01944664031620553,0.0,0.4200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,BeanUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\BeanUtilTest.java,0.29046898638426627,0.0,0.0,0.0030257186081694403,0.0,0.05739966183144967,0.0,0.4705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.23037037037037036,0.0022222222222222222,0.0,0.0014814814814814814,0.002962962962962963,0.019274074074074075,0.3388888888888889,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.3673901535203812,0.006881948120698782,0.0,0.0005293806246691371,0.0005293806246691371,0.019481206987824243,0.683430386447856,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.2883582089552239,0.001791044776119403,0.0,0.001791044776119403,0.0011940298507462687,0.01941492537313433,0.30895522388059704,0.4000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,CaptchaUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CaptchaUtil.java,0.38461538461538464,0.0,0.0,0.0,0.0,0.16025641025641024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.16357045763479836,0.0009062075215224287,0.0,0.00045310376076121433,0.0009062075215224287,0.01955595831445401,0.8695061169007703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.27032019704433496,0.004310344827586207,0.0,0.0,0.007389162561576354,0.01939655172413793,0.08928571428571429,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,CharsetPrinter.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetPrinter.java,0.3741258741258741,0.0034965034965034965,0.0,0.0,0.0,0.087730451366815,0.0,0.4545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.2134935304990758,0.0,0.0,0.006469500924214418,0.00831792975970425,0.01909426987060998,0.041692339289381805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.2412672623883022,0.0,0.0,0.010560519902518278,0.005686433793663688,0.019203899268887083,0.028161386406715404,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.29759584145549056,0.002599090318388564,0.0,0.000649772579597141,0.001949317738791423,0.019363222871994802,0.857050032488629,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,CharsetUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtil.java,0.341796875,0.00390625,0.0,0.00390625,0.00390625,0.04359019886363636,0.1796875,0.27272727272727276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CharsetUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtilTest.java,0.1506849315068493,0.0,0.0,0.004708904109589041,0.0025684931506849314,0.019580479452054794,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,CharsetUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharsetUtilTest.java,0.19225037257824143,0.0,0.0,0.005961251862891207,0.0,0.06527570789865872,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.20974289580514208,0.0,0.0,0.0,0.02571041948579161,0.01867388362652233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.23545706371191136,0.002770083102493075,0.0,0.0,0.02631578947368421,0.018642659279778394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.23319615912208505,0.0,0.0,0.0,0.02606310013717421,0.018655692729766804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,CharUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CharUtilTest.java,0.24585635359116023,0.0,0.0,0.0,0.03038674033149171,0.03181558392074681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.2015065913370998,0.011927181418706842,0.0,0.0012554927809165098,0.004394224733207784,0.01938480853735091,0.03421217827997489,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.35614385614385613,0.0034965034965034965,0.0,0.000999000999000999,0.0004995004995004995,0.01951048951048951,0.04295704295704296,0.48000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.2626201923076923,0.003605769230769231,0.0,0.009014423076923076,0.002403846153846154,0.01941105769230769,0.9675480769230769,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,ChinesUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtil.java,0.3974862529457973,0.004713275726630008,0.0,0.0,0.0015710919088766694,0.019638648860958365,0.0408483896307934,0.30612244897959184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,ChinesUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtilTest.java,0.22399090392268334,0.0005685048322910744,0.0,0.0005685048322910744,0.005685048322910745,0.01944286526435475,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,ChinesUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ChinesUtilTest.java,0.4444444444444444,0.0,0.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.18371212121212122,0.0025252525252525255,0.0,0.0,0.004419191919191919,0.01938131313131313,0.0,0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.22475900558092338,0.004058853373921867,0.0,0.0,0.0010147133434804667,0.01950279046169457,0.0,0.4200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.21561051004636786,0.0007727975270479134,0.0,0.0,0.006955177743431221,0.019242658423493042,0.0258887171561051,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,ClassUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ClassUtilTest.java,0.16888577435178698,0.0,0.0,0.0,0.004905395935529082,0.023125437981779958,0.023826208829712685,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CollectionTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CollectionTest.java,0.22803738317757008,0.0,0.0,0.0,0.0065420560747663555,0.020824867939861845,0.05420560747663551,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3333333333333333,0.0008795074758135445,0.0,0.0,0.005277044854881266,0.019138082673702726,0.23306948109058928,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3496296296296296,0.005185185185185185,0.0,0.0,0.0022222222222222222,0.019274074074074075,0.04493827160493827,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.39695268644747395,0.0008019246190858059,0.0,0.0,0.0024057738572574178,0.01921411387329591,0.30473135525260625,0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.3328413284132841,0.002214022140221402,0.0,0.0,0.002214022140221402,0.019276752767527675,0.1126691266912669,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200-249,ConvertUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtil.java,0.30628803245436104,0.002028397565922921,0.0,0.0,0.002028397565922921,0.056914449349719606,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,ConvertUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtilTest.java,0.17362270450751252,0.0,0.0,0.007234279354479688,0.005008347245409015,0.019454646633277686,0.3316638842515303,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,ConvertUtilTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\ConvertUtilTest.java,0.16057838660578386,0.00076103500761035,0.0,0.0,0.0030441400304414,0.030512747336377474,0.0,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,CoordinateUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\CoordinateUtil.java,0.3395784543325527,0.0,0.0,0.0,0.00117096018735363,0.028275244524039126,0.24707259953161592,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,cpDetector.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\cpDetector.java,0.08173690932311622,0.0,0.0,0.0,0.0038314176245210726,0.054349368525613735,0.3231162196679438,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,DateUtilThreadSafe.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilThreadSafe.java,0.3102785782901057,0.0019212295869356388,0.0,0.0,0.005763688760806916,0.022871780796852842,0.1431316042267051,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,DateUtilUsagesTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilUsagesTest.java,0.26424050632911394,0.0031645569620253164,0.0,0.0,0.004746835443037975,0.0192246835443038,0.022151898734177215,0.21999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,DateUtilUsagesTest.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\DateUtilUsagesTest.java,0.3156526261050442,0.0031201248049922,0.0,0.0,0.0010400416016640667,0.019490379615184607,0.0,0.38000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.19866071428571427,0.0,0.0,0.003720238095238095,0.005208333333333333,0.01927083333333333,0.028273809523809524,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.27935656836461126,0.0005361930294906167,0.0,0.0032171581769436996,0.0032171581769436996,0.019474530831099197,0.7780160857908848,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.3205351948807446,0.0005817335660267597,0.0,0.0005817335660267597,0.004072134962187318,0.019429901105293773,0.40226876090750435,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,EmailUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EmailUtil.java,0.36088709677419356,0.0010080645161290322,0.0,0.0020161290322580645,0.0030241935483870967,0.03128251821019771,0.9838709677419355,0.35483870967741926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.07401448109412712,0.0,0.008849557522123894,0.002413515687851971,0.007240547063555913,0.01921158487530169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.04225352112676056,0.002560819462227913,0.18309859154929578,0.02176696542893726,0.0,0.018745198463508323,0.9795134443021767,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,EncodingParser.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\EncodingParser.java,0.08181818181818182,0.0,0.08636363636363636,0.02727272727272727,0.0,0.06720779220779222,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,Entry.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Entry.java,0.16822429906542055,0.004672897196261682,0.0,0.0,0.0005841121495327102,0.019427570093457944,0.5613317757009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,Entry.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Entry.java,0.25404376784015226,0.003805899143672693,0.0,0.004757373929590866,0.003805899143672693,0.019067554709800188,0.06898192197906755,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,Entry.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Entry.java,0.2599601593625498,0.008964143426294821,0.0,0.012948207171314742,0.00398406374501992,0.01902390438247012,0.0600929614873838,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,Entry.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Entry.java,0.24232081911262798,0.0,0.0,0.006825938566552901,0.0034129692832764505,0.06348122866894199,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,Factory.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Factory.java,0.20721476510067113,0.003355704697986577,0.0,0.003355704697986577,0.00587248322147651,0.019177852348993288,0.12856543624161074,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,Factory.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\Factory.java,0.28338028169014085,0.0022535211267605635,0.0,0.0033802816901408453,0.0011267605633802818,0.02576723498888065,0.03943661971830986,0.2894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,FileDemo.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileDemo.java,0.24071428571428571,0.002142857142857143,0.0,0.0007142857142857143,0.002857142857142857,0.0193,0.12892857142857142,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,FileDemo.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileDemo.java,0.3584905660377358,0.0020964360587002098,0.0,0.0020964360587002098,0.0034940600978336828,0.019315164220824597,0.06848357791754019,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,FileDemo.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileDemo.java,0.38461538461538464,0.0012714558169103624,0.0,0.0006357279084551812,0.0012714558169103624,0.019376986649713924,0.9059122695486331,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
150-199,FileDemo.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileDemo.java,0.5233644859813084,0.0,0.0,0.0,0.0,0.1348464619492657,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0-49,FileEncodingUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileEncodingUtil.java,0.21148255813953487,0.0,0.0,0.0,0.00436046511627907,0.019287790697674417,0.09556686046511628,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50-99,FileEncodingUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileEncodingUtil.java,0.3212464589235127,0.0033994334277620396,0.0,0.0,0.0011331444759206798,0.01944475920679887,0.06685552407932012,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100-149,FileEncodingUtil.java,C:/Users/tipaek/OneDrive - Syracuse University/Desktop/Research/NestedBigramsResearch/Data/40authors\0opslab\master\FileEncodingUtil.java,0.29248366013071897,0.0016339869281045752,0.0,0.0,0.0,0.05401234567901235,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
