Index,API,Score,Actual
159,0,0,1
160,1,65.13,1
161,0,39.15,1
162,0,0,1
163,0,0,1
164,0,24.12,1
165,0,13.99,1
166,0,0,1
167,0,18.09,1
168,0,0,1
169,0,0,1
170,0,0,1
171,0,0,1
172,0,16.37,1
173,0,0,1
174,0,16.37,1
175,0,15.98,1
176,0,0,1
177,0,0,1
178,1,56.46,1
179,0,0,1
180,0,12.74,1
181,0,20.29,1
182,0,12.2,1
183,0,0,1
184,0,18.52,1
185,0,40.81,1
186,0,0,1
187,0,0,1
188,1,55.7,1
189,0,0,1
190,0,45.73,1
191,0,19.55,1
192,0,0,1
193,0,26.02,1
194,0,17.56,1
195,0,23.94,1
196,0,0,1
197,0,0,1
198,0,17.65,1
199,0,0,1
200,0,0,1
201,0,0,1
202,0,0,1
203,0,49.11,1
204,0,20.63,1
205,0,0,1
206,0,25.51,1
207,0,0,1
208,0,24.32,1
209,0,42.94,1
210,1,50.84,1
211,0,0,1
212,0,0,1
213,0,36.84,1
214,0,36.06,1
215,0,0,1
216,0,23.77,1
217,0,34.99,1
218,0,41.56,1
219,0,0,1
220,0,12.89,1
221,0,0,1
222,0,0,1
223,0,11.53,1
224,0,0,1
225,0,0,1
226,0,6.84,1
227,0,0,1
228,0,0,1
229,0,15.78,1
230,0,24.7,1
231,0,0,1
232,0,0,1
233,0,48.37,1
234,0,13.75,1
235,0,48.45,1
236,0,0,1
237,0,14.85,1
238,0,38,1
239,0,18.03,1
240,0,10.34,1
241,0,0,1
242,0,0,1
243,0,36.98,1
244,0,0,1
245,1,60.09,1
246,1,59.96,1
247,0,29.64,1
248,0,45.15,1
249,0,21.92,1
250,0,36.77,1
251,1,61.6,1
252,0,41.71,1
253,0,41.37,1
254,1,85.91,1
255,0,45.26,1
256,0,0,1
257,0,44.76,1
258,1,51.57,1
259,0,41.03,1
260,0,34.78,1
261,0,0,1
262,0,37.8,1
263,0,22.24,1
264,0,29.46,1
265,0,0,1
266,0,13.03,1
267,0,5.2,1
268,0,14.99,1
269,0,9.22,1
270,0,34.94,1
271,0,1.9,1
272,0,6.29,1
273,0,45.53,1
274,0,0,1
275,0,16.37,1
276,0,0,1
277,0,34.52,1
278,0,32.56,1
279,0,0,1
280,0,36.78,1
281,0,0,1
282,0,35.07,1
283,0,0,1
284,0,0,1
285,0,33.82,1
286,0,0,1
287,0,6.02,1
288,0,0,1
289,0,8.72,1
290,0,0,1
291,0,40.1,1
292,0,30.63,1
293,1,94.78,1
294,0,22.78,1
295,0,30.29,1
296,1,95.29,1
297,0,17.99,1
298,0,14.85,1
299,1,57.91,1
300,0,42.47,1
301,0,9.83,1
302,0,0,1
303,0,27.54,1
304,1,51.31,1
305,0,33.03,1
306,0,34.76,1
307,0,5.5,1
308,0,40.44,1
309,1,53.09,1
310,0,0,1
311,0,2.6,1
312,0,9.54,1
313,0,6.15,1
314,0,38.83,1
315,1,71.92,1
316,0,7.29,1
317,0,45.15,1
318,0,0,1
319,0,24.14,1
320,1,73.03,1
321,0,33.93,1
322,0,0,1
323,0,18.75,1
324,1,63.76,1
325,0,17.56,1
326,0,0,1
327,0,8.2,1
328,0,27.64,1
329,0,28.06,1
330,0,28.49,1
331,1,62.99,1
332,1,70.21,1
333,0,28.71,1
334,0,0,1
335,0,38.16,1
336,0,0,1
337,0,17.97,1
338,0,18.15,1
339,0,18.33,1
340,0,29.11,1
341,0,29.82,1
342,1,74.06,1
343,1,59.18,1
344,0,44.53,1
345,0,27.77,1
346,0,48.82,1
347,0,27.77,1
348,0,33.03,1
349,0,18.45,1
350,0,9.22,1
351,0,0,1
352,1,56.6,1
353,0,18.5,1
354,0,0,1
355,0,38.49,1
356,0,8.48,1
357,0,0,1
358,0,14.82,1
359,0,15.18,1
360,1,54.42,1
361,1,87.94,1
362,1,57.39,1
363,0,48.76,1
364,1,62.56,1
365,1,57.7,1
366,1,68.36,1
367,0,23.75,1
368,0,16.22,1
369,1,61.66,1
370,0,0,1
371,0,32.11,1
372,0,0,1
373,0,19.91,1
374,0,0,1
375,0,28.55,1
376,0,0,1
377,0,17.16,1
378,0,0,1
379,0,17.73,1
380,0,0,1
381,0,43.26,1
382,1,52.51,1
383,0,34.18,1
384,1,60.41,1
385,0,0,1
386,0,33.31,1
387,1,50.9,1
388,0,35.74,1
389,1,58.71,1
390,1,63.99,1
391,0,24.7,1
392,0,46.25,1
393,0,34.65,1
394,0,29.8,1
395,0,41.59,1
396,0,31.21,1
397,0,17.76,1
398,0,21.92,1
399,0,30.58,1
400,0,0,1
401,0,44.14,1
402,0,24.32,1
403,0,9.15,1
404,0,8.79,1
405,0,0,1
406,0,5.67,1
407,0,0,1
408,0,29.33,1
409,0,3.58,1
410,0,0,1
411,0,0,1
412,0,0,1
413,0,34.14,1
414,0,26.86,1
415,0,0,1
416,0,12.05,1
417,0,18.62,1
418,0,9.17,1
419,0,0,1
420,0,26.37,1
421,0,0,1
422,0,10.66,1
423,0,0,1
424,0,13.4,1
425,0,24.02,1
426,0,0,1
427,0,0,1
428,0,32.58,1
429,1,54.16,1
430,0,18.27,1
431,0,0,1
432,0,22.89,1
433,0,0,1
434,0,0,1
435,1,52.85,1
436,0,41.94,1
437,0,42.12,1
438,0,26.57,1
439,0,9.93,1
440,0,44.82,1
441,0,35.18,1
442,1,65.95,1
443,0,42.41,1
444,0,19.7,1
445,1,51.87,1
446,1,51.05,1
447,0,27.79,1
448,0,36.54,1
449,0,35.26,1
450,0,8.03,1
451,0,0,1
452,0,28.27,1
453,0,0,1
454,1,52.08,1
455,0,0,1
456,0,0,1
457,0,23.38,1
458,0,8.79,1
459,0,18.34,1
460,0,0,1
461,0,9.08,1
462,0,15.83,1
463,0,10.66,1
464,0,0,1
465,0,14.63,1
466,0,0,1
467,0,6.37,1
468,0,0,1
469,0,0,1
470,0,0,1
471,0,0,1
472,0,0,1
473,0,15.83,1
474,0,9.36,1
475,0,0,1
476,1,52.16,1
477,0,30.47,1
478,0,46.02,1
479,0,15.7,1
480,0,18.85,1
481,0,34.22,1
482,1,51.74,1
483,0,23.75,1
484,0,8.79,1
485,0,21.03,1
486,0,13.11,1
487,0,0,1
488,0,22.28,1
489,0,12.52,1
490,0,0,1
491,0,0,1
492,0,0,1
493,0,32.68,1
494,0,37.06,1
495,0,28.27,1
496,0,11.86,1
497,0,0,1
498,0,21.68,1
499,0,36.19,1
500,0,0,1
501,0,15.7,1
502,0,0,1
503,0,34.79,1
504,0,0,1
505,0,0,1
506,0,0,1
507,0,17.61,1
508,0,0,1
509,0,34.62,1
510,0,6.11,1
511,0,0,1
512,0,2.52,1
513,0,8.03,1
514,0,28.73,1
515,0,0,1
516,0,0,1
517,0,0,1
518,0,0,1
519,0,26.37,1
520,0,29.7,1
521,0,14.7,1
522,0,0,1
523,0,22.56,1
524,0,0,1
525,0,2.56,1
526,0,0,1
527,0,8.66,1
528,0,15.83,1
529,0,0,1
530,0,0,1
531,0,0,1
532,0,11.46,1
533,0,0,1
534,0,10.37,1
535,0,0,1
536,1,50.54,1
537,0,26.49,1
538,1,68.54,1
539,0,42.56,1
540,0,34.39,1
541,0,0,1
542,0,44.98,1
543,1,59.48,1
544,0,45.65,1
545,0,17.7,1
546,0,0,1
547,0,18.38,1
548,0,0,1
549,0,5.36,1
550,0,47.07,1
551,1,50.09,1
552,0,30.86,1
553,0,0,1
554,0,23.84,1
555,0,19.47,1
556,0,11,1
557,0,22.2,1
558,0,49.7,1
559,0,0,1
560,0,33.03,1
561,0,0,1
562,0,35.41,1
563,1,55.26,1
564,0,25.36,1
565,0,46.58,1
566,0,0,1
567,0,0,1
568,0,0,1
569,0,0,1
570,0,5.26,1
571,0,0,1
572,0,0,1
573,1,65.22,1
574,1,65.88,1
575,1,80.58,1
576,1,69.36,1
577,0,17.65,1
578,0,21.92,1
579,1,52.2,1
580,0,33.24,1
581,0,47.98,1
582,1,90.57,1
583,1,87.07,1
584,0,34.18,1
585,0,33.48,1
586,0,2.69,1
587,0,32.28,1
588,0,13.26,1
589,1,61.77,1
590,0,40.08,1
591,0,48.87,1
592,0,0,1
593,0,28.27,1
594,1,64.27,1
595,0,26.62,1
596,0,12.54,1
597,1,87.48,1
598,0,15.83,1
599,0,33.03,1
600,0,46.37,1
601,0,40.92,1
602,0,46.37,1
603,0,5.76,1
604,0,0,1
605,0,46.76,1
606,1,88.99,1
607,0,46.9,1
608,1,56.3,1
609,0,37.63,1
610,0,12.88,1
611,0,0,1
612,0,36.13,1
613,0,0,1
614,0,20.04,1
615,0,0,1
616,1,52.57,1
617,0,0,1
618,0,37.34,1
619,0,36.01,1
620,1,95.15,1
621,0,21.17,1
622,1,63.8,1
623,1,58.92,1
624,0,0,1
625,1,76.94,1
626,0,0,1
627,0,48.71,1
628,0,0,1
629,0,17.96,1
630,1,53.38,1
631,0,27.48,1
632,0,18.45,1
633,0,26.5,1
634,0,49.7,1
635,0,30.19,1
636,0,44.49,1
637,0,0,1
638,1,64.08,1
639,1,92.01,1
640,1,50.25,0
641,1,67.45,0
642,0,37.2,0
643,0,38.11,0
644,0,0,0
645,1,83.17,0
646,1,50.42,0
647,0,29.87,0
648,0,7.7,0
649,0,0,0
650,0,45.06,0
651,0,37.07,0
652,0,40.15,0
653,0,38.24,0
654,1,50.13,0
655,0,0,0
656,0,46.14,0
657,0,0,0
658,0,45.11,0
659,0,0,0
660,0,39.41,0
661,0,0,0
662,0,43.45,0
663,0,0,0
664,0,30.77,0
665,0,0,0
666,0,22.78,0
667,0,0,0
668,0,33.91,0
669,0,0,0
670,0,0,0
671,0,26.55,0
672,0,9.62,0
673,0,19.27,0
674,1,62.49,0
675,1,68.12,0
676,0,41.86,0
677,0,32.39,0
678,0,47.8,0
679,0,23.84,0
680,0,0,0
681,0,0,0
682,0,45.1,0
683,1,65.93,0
684,0,45.09,0
685,0,25.86,0
686,1,75.78,0
687,1,91.64,0
688,0,26.97,0
689,1,61.51,0
690,0,46.33,0
691,0,0,0
692,1,55.08,0
693,0,0,0
694,1,53.55,0
695,0,43.45,0
696,1,66.57,0
697,1,63.24,0
698,0,0,0
699,1,50.08,0
700,0,0,0
701,1,73.12,0
702,0,35.03,0
703,0,0,0
704,0,6.52,0
705,0,0,0
706,1,65.45,0
707,0,24.35,0
708,0,0,0
709,1,52.59,0
710,1,64.92,0
711,1,52.16,0
712,1,64.92,0
713,0,5.29,0
714,0,0,0
715,1,58.19,0
716,1,93.51,0
717,1,50.46,0
718,0,27.91,0
719,0,35.99,0
720,0,13.65,0
721,0,0,0
722,0,34.99,0
723,0,38.54,0
724,0,34.89,0
725,0,47.43,0
726,0,44.95,0
727,0,22.33,0
728,1,89.36,0
729,0,19.59,0
730,1,81.96,0
731,1,63.34,0
732,1,78.36,0
733,0,29.88,0
734,0,23.21,0
735,1,67.95,0
736,0,32.08,0
737,1,56.15,0
738,0,44.5,0
739,1,59.42,0
740,0,39.2,0
741,0,17.7,0
742,0,0,0
743,1,62.7,0
744,0,0,0
745,0,38.83,0
746,0,0,0
747,1,62.09,0
748,1,71.13,0
749,0,30.42,0
750,0,42.56,0
751,0,21.92,0
752,0,13.34,0
753,1,61.9,0
754,0,43.07,0
755,1,63.99,0
756,1,94.94,0
757,0,47.27,0
758,1,72.07,0
759,0,48.27,0
760,0,0,0
761,0,35.54,0
762,0,0,0
763,0,44.45,0
764,0,27.86,0
765,0,33.03,0
766,0,34.11,0
767,0,3.78,0
768,0,14.19,0
769,0,4.55,0
770,0,0,0
771,0,4.58,0
772,0,9.22,0
773,0,33.96,0
774,0,17.59,0
775,0,7.29,0
776,0,31.22,0
777,0,0,0
778,0,0,0
779,0,0,0
780,0,0,0
781,0,25.56,0
782,0,0,0
783,0,14.7,0
784,1,72.25,0
785,0,49.08,0
786,0,0,0
787,0,38.45,0
788,0,0,0
789,0,0,0
790,0,38.45,0
791,0,0,0
792,0,7.45,0
793,0,0,0
794,0,9.98,0
795,0,0,0
796,0,7.95,0
797,0,20.94,0
798,1,53.94,0
799,0,0,0
800,0,19.54,0
801,1,59.08,0
802,0,0,0
803,0,23.8,0
804,0,19.7,0
805,1,58.03,0
806,0,29.77,0
807,0,0,0
808,0,0,0
809,0,33.77,0
810,0,0,0
811,0,38.06,0
812,0,0,0
813,0,24.7,0
814,0,0,0
815,0,22.53,0
816,0,0,0
817,1,59.32,0
818,0,0,0
819,0,0,0
820,0,0,0
821,0,0,0
822,0,7.07,0
823,0,0,0
824,0,25.46,0
825,0,31.52,0
826,0,7.92,0
827,0,46.67,0
828,0,0,0
829,0,14.98,0
830,0,39.7,0
831,0,31.61,0
832,0,0,0
833,0,18.22,0
834,1,51.94,0
835,0,21.92,0
836,0,31.37,0
837,0,7.86,0
838,0,26.22,0
839,0,0,0
840,0,26.62,0
841,0,39.09,0
842,0,39.09,0
843,0,41.37,0
844,0,36.14,0
845,0,15.18,0
846,0,14.99,0
847,0,14.99,0
848,1,56.28,0
849,1,50.37,0
850,0,31.84,0
851,0,42.91,0
852,0,33.03,0
853,0,27.77,0
854,0,48.82,0
855,0,27.77,0
856,0,23.7,0
857,0,18.67,0
858,0,0,0
859,0,0,0
860,0,42.92,0
861,0,29.07,0
862,0,0,0
863,0,37.54,0
864,0,9.05,0
865,0,0,0
866,0,15.18,0
867,0,15.55,0
868,1,63.34,0
869,0,0,0
870,0,36.74,0
871,0,26.5,0
872,0,36.16,0
873,1,52.26,0
874,0,28.93,0
875,0,30.85,0
876,0,19.09,0
877,1,61.66,0
878,0,0,0
879,1,56.99,0
880,0,19.09,0
881,0,0,0
882,0,18.89,0
883,0,0,0
884,0,10.18,0
885,0,0,0
886,0,10.72,0
887,0,0,0
888,0,42.7,0
889,0,45.68,0
890,0,38.52,0
891,0,43.24,0
892,0,0,0
893,0,35.56,0
894,0,35.36,0
895,0,26.46,0
896,1,55.26,0
897,1,62.6,0
898,0,24.7,0
899,0,42.25,0
900,1,50.15,0
901,1,53.75,0
902,0,32.56,0
903,0,42.56,0
904,0,33.03,0
905,1,65.39,0
906,0,19.27,0
907,0,0,0
908,1,67.88,0
909,0,27.82,0
910,0,37.4,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,1,83.44,0
916,0,0,0
917,0,0,0
918,1,68.5,0
919,0,0,0
920,0,0,0
921,0,0,0
922,1,66.93,0
923,0,0,0
924,1,65.7,0
925,1,76.94,0
926,0,13.99,0
927,0,0,0
928,0,0,0
929,1,73.89,0
930,0,22.91,0
931,0,12.91,0
932,1,59.03,0
933,0,0,0
934,1,75.51,0
935,0,0,0
936,0,0,0
937,0,15.57,0
938,0,0,0
939,0,36.84,0
940,0,0,0
941,1,62.2,0
942,0,0,0
943,0,0,0
944,1,59.42,0
945,0,0,0
946,0,0,0
947,0,0,0
948,1,73.47,0
949,0,18.67,0
950,0,0,0
951,0,32.28,0
952,0,13.21,0
953,0,33.03,0
954,0,0,0
955,1,80.19,0
956,0,0,0
957,0,0,0
958,0,0,0
959,1,87.47,0
960,0,37.38,0
961,0,0,0
962,0,0,0
963,0,0,0
964,1,74.08,0
965,0,15.08,0
966,1,75.97,0
967,0,10.97,0
968,0,0,0
969,0,30.95,0
970,0,0,0
971,0,21.44,0
972,0,25.28,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,30.95,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,20.91,0
982,1,73.89,0
983,0,22.91,0
984,0,12.91,0
985,1,72.87,0
986,0,0,0
987,0,0,0
988,0,28.27,0
989,1,91.95,0
990,0,0,0
991,0,15.08,0
992,0,0,0
993,1,74.51,0
994,0,0,0
995,0,0,0
996,1,83.31,0
997,0,15.98,0
998,0,0,0
999,0,35.7,0
1000,1,81.3,0
1001,0,13.26,0
1002,0,0,0
1003,1,75.97,0
1004,0,18.34,0
1005,0,0,0
1006,1,76.37,0
1007,0,18.27,0
1008,0,0,0
1009,1,57.21,0
1010,0,0,0
1011,1,75.67,0
1012,0,0,0
1013,0,16.17,0
1014,0,0,0
1015,0,0,0
1016,1,73.47,0
1017,0,12.4,0
1018,0,0,0
1019,1,75.97,0
1020,0,12.81,0
1021,0,0,0
1022,0,0,0
1023,0,0,0
1024,0,0,0
1025,0,22.62,0
1026,0,0,0
1027,0,10.61,0
1028,0,17.88,0
1029,1,60.64,0
1030,0,0,0
1031,1,70.53,0
1032,0,0,0
1033,1,74.25,0
1034,0,0,0
1035,1,95.2,0
1036,1,63.54,0
1037,0,0,0
1038,0,27.2,0
1039,0,34.18,0
1040,0,35.53,0
1041,0,27.29,0
1042,1,85.03,0
1043,1,80.78,0
1044,1,53.54,0
1045,0,37.8,0
1046,0,0,0
1047,1,75.01,0
1048,0,36.46,0
1049,0,39.09,0
1050,0,0,0
1051,0,0,0
1052,0,15.92,0
1053,0,42.55,0
1054,0,20.75,0
1055,0,15.08,0
1056,0,0,0
1057,0,41.46,0
1058,0,48.18,0
1059,0,0,0
1060,1,57.55,0
1061,0,0,0
1062,0,46.69,0
1063,0,0,0
1064,0,0,0
1065,0,42.94,0
1066,0,42.05,0
1067,0,0,0
1068,1,68.07,0
1069,0,0,0
1070,0,31.51,0
1071,0,0,0
1072,0,42.37,0
1073,0,24.7,0
1074,1,60.9,0
1075,0,0,0
1076,0,0,0
1077,0,16.84,0
1078,0,0,0
1079,1,67.27,0
1080,0,0,0
1081,0,26.37,0
1082,0,0,0
1083,0,17.88,0
1084,0,0,0
1085,0,35.25,0
1086,1,61.13,0
1087,1,77.03,0
1088,0,19.7,0
1089,0,31.28,0
1090,0,0,0
1091,0,0,0
1092,0,16.07,0
1093,0,0,0
1094,1,89.7,0
1095,0,0,0
1096,1,90.61,0
1097,1,100,0
1098,1,71.7,0
1099,0,0,0
1100,1,70.37,0
1101,1,100,0
1102,0,47.62,0
1103,0,11.82,0
1104,0,31.77,0
1105,0,0,0
1106,0,46.37,0
1107,0,5.41,0
1108,0,0,0
1109,0,29.7,0
1110,0,41.16,0
1111,0,0,0
1112,0,44.44,0
1113,0,0,0
1114,0,0,0
1115,0,19.37,0
1116,0,0,0
1117,0,0,0
1118,0,15.08,0
1119,0,29.16,0
1120,0,0,0
1121,1,59.07,0
1122,0,35.7,0
1123,0,48.56,0
1124,1,55.95,0
1125,0,21.22,0
1126,0,48.76,0
1127,1,50.86,0
1128,0,43.86,0
1129,0,0,0
1130,0,29.49,0
1131,1,60.57,0
1132,1,100,0
1133,0,49.7,0
1134,1,58.03,0
1135,1,91.37,0
1136,1,79.7,0
1137,1,66.81,0
1138,0,40.77,0
1139,0,23.17,0
1140,0,20.29,0
1141,1,65.94,0
1142,0,0,0
1143,0,0,0
1144,0,16.37,0
1145,0,0,0
1146,1,76.39,0
1147,1,58.79,0
1148,0,37.97,0
1149,0,0,0
1150,0,45.01,0
1151,0,0,0
1152,0,45.48,0
1153,0,0,0
1154,0,0,0
1155,0,0,0
1156,0,0,0
1157,0,21.7,0
1158,0,0,0
1159,0,16.17,0
1160,0,15.75,0
1161,0,0,0
1162,0,0,0
1163,0,0,0
1164,0,0,0
1165,0,25.79,0
1166,0,12.2,0
1167,0,24.7,0
1168,0,49.16,0
1169,0,47.74,0
1170,0,0,0
1171,0,17.98,0
1172,0,0,0
1173,0,30.87,0
1174,0,0,0
1175,0,45.6,0
1176,0,0,0
1177,0,39.7,0
1178,0,0,0
1179,1,74.7,0
1180,0,43.18,0
1181,0,21.6,0
1182,0,0,0
1183,1,84.48,0
1184,0,0,0
1185,0,36.37,0
1186,0,0,0
1187,0,39.39,0
1188,0,0,0
1189,1,86.37,0
1190,0,0,0
1191,1,70.75,0
1192,0,0,0
1193,0,22.05,0
1194,1,56.99,0
1195,0,42.56,0
1196,0,42.27,0
1197,0,0,0
1198,0,0,0
1199,0,33.03,0
1200,0,0,0
1201,1,59.93,0
1202,0,46.47,0
1203,0,26.97,0
1204,0,13.34,0
1205,0,16.17,0
1206,0,0,0
1207,0,30.09,0
1208,0,0,0
1209,1,61.24,0
1210,0,0,0
1211,0,16.14,0
1212,0,0,0
1213,1,66.02,0
1214,0,18.98,0
1215,0,0,0
1216,1,62.2,0
1217,1,65.45,0
1218,0,0,0
1219,0,22.78,0
1220,0,27.55,0
1221,0,11.13,0
1222,1,56.84,0
1223,0,24.32,0
1224,0,47.25,0
1225,0,41.02,0
1226,0,0,0
1227,0,0,0
1228,0,0,0
1229,0,29.33,0
1230,0,3.74,0
1231,0,0,0
1232,0,0,0
1233,0,0,0
1234,0,35.75,0
1235,0,14.14,0
1236,0,0,0
1237,0,11.06,0
1238,0,18.88,0
1239,0,9.38,0
1240,0,0,0
1241,0,20.91,0
1242,0,0,0
1243,0,10.81,0
1244,0,0,0
1245,0,12.52,0
1246,0,21.03,0
1247,0,3.58,0
1248,0,0,0
1249,0,32.58,0
1250,1,54.54,0
1251,0,0,0
1252,0,0,0
1253,0,38.76,0
1254,0,0,0
1255,0,0,0
1256,1,65.37,0
1257,1,70.19,0
1258,0,48.56,0
1259,0,13.99,0
1260,0,11.28,0
1261,0,0,0
1262,0,23.3,0
1263,1,61.96,0
1264,0,37.9,0
1265,0,36.48,0
1266,0,0,0
1267,0,45.85,0
1268,0,37.7,0
1269,1,51.42,0
1270,1,70.98,0
1271,0,26.97,0
1272,0,31.84,0
1273,0,0,0
1274,0,28.73,0
1275,0,32.35,0
1276,0,47.8,0
1277,0,8.32,0
1278,0,25.41,0
1279,0,24.03,0
1280,0,8.44,0
1281,0,0,0
1282,0,20.91,0
1283,0,17.56,0
1284,0,10.81,0
1285,0,0,0
1286,0,21.92,0
1287,0,0,0
1288,0,0,0
1289,0,21.92,0
1290,0,12.89,0
1291,0,0,0
1292,0,0,0
1293,0,0,0
1294,0,0,0
1295,0,0,0
1296,0,5.26,0
1297,0,0,0
1298,0,0,0
1299,0,0,0
1300,0,0,0
1301,0,4.96,0
1302,0,0,0
1303,0,0,0
1304,0,19.7,0
1305,0,0,0
1306,0,0,0
1307,1,58.32,0
1308,0,43.18,0
1309,0,33.03,0
1310,0,20.33,0
1311,0,20.63,0
1312,0,34.37,0
1313,1,50.49,0
1314,0,0,0
1315,0,0,0
1316,0,19.14,0
1317,0,0,0
1318,0,0,0
1319,0,15.7,0
1320,0,4.46,0
1321,0,0,0
1322,0,0,0
1323,0,0,0
1324,0,33.77,0
1325,1,50.54,0
1326,0,25.89,0
1327,0,6.84,0
1328,0,0,0
1329,0,20.29,0
1330,0,0,0
1331,0,15.49,0
1332,0,0,0
1333,0,17.65,0
1334,0,0,0
1335,0,0,0
1336,0,0,0
1337,0,17.88,0
1338,0,0,0
1339,0,13.26,0
1340,0,0,0
1341,0,31.45,0
1342,0,2.08,0
1343,0,2.2,0
1344,0,2.87,0
1345,0,8.15,0
1346,0,0,0
1347,0,28.73,0
1348,0,0,0
1349,0,0,0
1350,0,0,0
1351,0,0,0
1352,0,21.58,0
1353,0,0,0
1354,0,16.37,0
1355,0,8.96,0
1356,0,24.32,0
1357,0,4.36,0
1358,0,2.05,0
1359,0,0,0
1360,0,0,0
1361,0,0,0
1362,0,0,0
1363,0,0,0
1364,0,0,0
1365,0,11.82,0
1366,0,0,0
1367,0,10.97,0
1368,0,0,0
1369,0,18.37,0
1370,0,6.28,0
1371,0,0,0
1372,0,17.88,0
1373,0,0,0
1374,0,11.29,0
1375,0,0,0
1376,0,21.24,0
1377,0,0,0
1378,0,17.88,0
1379,0,0,0
1380,0,17.76,0
1381,0,0,0
1382,0,13.99,0
1383,0,0,0
1384,0,20.29,0
1385,0,0,0
1386,0,0,0
1387,0,20.29,0
1388,0,0,0
1389,0,34.62,0
1390,0,2,0
1391,0,2.27,0
1392,0,2.48,0
1393,0,34.11,0
1394,0,47.43,0
1395,1,90.18,0
1396,0,34.62,0
1397,0,31.61,0
1398,0,0,0
1399,0,0,0
1400,0,43.36,0
1401,0,0,0
1402,0,0,0
1403,0,0,0
1404,0,24.7,0
1405,0,25.7,0
1406,0,0,0
1407,0,0,0
1408,0,20.21,0
1409,0,0,0
1410,0,0,0
1411,0,20.91,0
1412,0,0,0
1413,0,10.81,0
1414,0,0,0
1415,0,11.46,0
1416,0,17.61,0
1417,0,8.59,0
1418,0,12.47,0
1419,0,0,0
1420,0,46.61,0
1421,0,23.61,0
1422,0,18.45,0
1423,0,23.94,0
1424,0,20.48,0
1425,0,0,0
1426,0,18.12,0
1427,0,14.51,0
1428,0,0,0
1429,0,0,0
1430,1,90.7,0
1431,0,0,0
1432,1,51.26,0
1433,0,18.22,0
1434,0,47.7,0
1435,0,28.17,0
1436,0,0,0
1437,0,0,0
1438,0,45.15,0
1439,0,0,0
1440,0,19.7,0
1441,0,4.52,0
1442,0,0,0
1443,0,15.26,0
1444,0,0,0
1445,0,9.46,0
1446,0,0,0
1447,0,0,0
1448,0,35.14,0
1449,0,35.98,0
1450,0,16.68,0
1451,0,39.17,0
1452,0,0,0
1453,0,21.92,0
1454,0,34.22,0
1455,0,11.46,0
1456,0,33.63,0
