Index,API,Score,Actual
153,0,0,1
154,0,36.23,1
155,0,0,1
156,0,26.97,1
157,0,10.69,1
158,0,32.8,1
159,0,0,1
160,0,9.5,1
161,0,0,1
162,0,34.32,1
163,1,57.6,1
164,0,32.33,1
165,0,22.54,1
166,1,61.6,1
167,0,41.71,1
168,0,46.59,1
169,0,44.21,1
170,0,44.76,1
171,0,36.55,1
172,0,34.78,1
173,0,26.67,1
174,0,24.52,1
175,0,8.17,1
176,0,5.2,1
177,0,6,1
178,0,34.94,1
179,0,4.1,1
180,0,0,1
181,0,45.53,1
182,0,11.29,1
183,0,0,1
184,0,34.52,1
185,0,30.57,1
186,0,34.25,1
187,0,14.07,1
188,0,0,1
189,0,29.6,1
190,0,5.09,1
191,0,6.37,1
192,0,33.23,1
193,1,83.03,1
194,0,28.99,1
195,1,83.97,1
196,0,16.6,1
197,1,57.91,1
198,0,42.47,1
199,0,7.18,1
200,0,28.48,1
201,0,45.15,1
202,0,23.18,1
203,0,34.44,1
204,0,44.7,1
205,0,5.95,1
206,0,0,1
207,0,6.15,1
208,0,45.68,1
209,0,26.71,1
210,0,0,1
211,0,31.13,1
212,0,31.28,1
213,0,36.87,1
214,0,9.84,1
215,0,0,1
216,0,8.2,1
217,0,27.64,1
218,0,28.06,1
219,0,28.49,1
220,1,62.99,1
221,1,70.21,1
222,0,28.71,1
223,0,34.99,1
224,0,17.97,1
225,0,18.15,1
226,0,18.33,1
227,0,29.11,1
228,0,29.82,1
229,1,74.06,1
230,1,59.18,1
231,0,44.53,1
232,0,27.77,1
233,0,48.82,1
234,0,27.77,1
235,0,33.03,1
236,0,13.51,1
237,0,11.05,1
238,1,79.15,1
239,0,17.82,1
240,0,38.49,1
241,0,4.89,1
242,0,14.82,1
243,0,15.18,1
244,1,54.42,1
245,1,87.94,1
246,1,57.39,1
247,0,48.76,1
248,1,62.56,1
249,1,57.7,1
250,1,68.36,1
251,0,23.75,1
252,0,16.22,1
253,1,58.46,1
254,0,32.11,1
255,0,19.91,1
256,0,15.8,1
257,0,17.16,1
258,0,17.73,1
259,0,43.26,1
260,1,52.51,1
261,0,34.18,1
262,1,60.41,1
263,0,33.31,1
264,1,50.9,1
265,0,35.74,1
266,1,61.6,1
267,0,24.7,1
268,0,46.25,1
269,0,34.65,1
270,0,29.8,1
271,0,41.59,1
272,0,31.21,1
273,0,17.76,1
274,0,29.25,1
275,0,6.66,1
276,0,0,1
277,0,15.79,1
278,0,4.7,1
279,0,0,1
280,0,12.6,1
281,0,1.68,1
282,0,0,1
283,0,34.56,1
284,0,3.61,1
285,0,11.6,1
286,0,14.74,1
287,0,0,1
288,0,18.05,1
289,0,7.32,1
290,0,19.99,1
291,0,0,1
292,0,41.42,1
293,0,23.09,1
294,0,0,1
295,0,11.13,1
296,0,0,1
297,0,35.38,1
298,1,68.17,1
299,0,19.31,1
300,0,0,1
301,0,37.29,1
302,0,0,1
303,1,52.78,1
304,0,27.48,1
305,0,46.02,1
306,0,22.13,1
307,0,0,1
308,0,4.14,1
309,0,16,1
310,0,0,1
311,0,30.26,1
312,0,14.41,1
313,0,16.92,1
314,0,15.41,1
315,0,6.02,1
316,0,7.32,1
317,0,8.47,1
318,0,0,1
319,0,3.92,1
320,0,0,1
321,0,0,1
322,0,0,1
323,0,13.11,1
324,0,0,1
325,0,33.87,1
326,0,37.33,1
327,0,9.93,1
328,0,41.84,1
329,0,23.76,1
330,0,20.53,1
331,0,18.85,1
332,0,0,1
333,0,19.05,1
334,0,0,1
335,0,0,1
336,0,38.38,1
337,0,22.33,1
338,0,6.95,1
339,0,13.78,1
340,1,64.28,1
341,0,10.32,1
342,0,16.51,1
343,0,0,1
344,0,0,1
345,0,10.81,1
346,0,17.44,1
347,0,6.42,1
348,0,5.26,1
349,0,8.03,1
350,0,12.03,1
351,0,0,1
352,0,0,1
353,0,24.3,1
354,0,0,1
355,0,9.15,1
356,0,0,1
357,0,12.1,1
358,0,1.85,1
359,0,12.36,1
360,0,0,1
361,0,0,1
362,0,0,1
363,0,9,1
364,0,7.7,1
365,0,44.81,1
366,1,60.53,1
367,0,28.51,1
368,0,25.02,1
369,1,55.51,1
370,0,12.47,1
371,0,10.46,1
372,0,11.88,1
373,0,43.23,1
374,0,0,1
375,0,25.55,1
376,0,0,1
377,0,11,1
378,0,22.2,1
379,0,49.7,1
380,0,33.03,1
381,0,39.9,1
382,0,29.05,1
383,0,0,1
384,0,0,1
385,0,0,1
386,0,2.83,1
387,0,0,1
388,1,65.22,1
389,1,65.88,1
390,1,80.58,1
391,1,69.36,1
392,0,17.65,1
393,0,21.92,1
394,1,52.2,1
395,0,0,1
396,0,0,1
397,1,89.42,1
398,0,34.18,1
399,0,33.48,1
400,0,2.69,1
401,0,32.28,1
402,0,13.26,1
403,1,56.04,1
404,0,40.11,1
405,0,28.27,1
406,1,64.27,1
407,1,90.7,1
408,0,12.54,1
409,1,87.48,1
410,0,15.83,1
411,0,42.56,1
412,0,47.23,1
413,0,3.96,1
414,1,63.18,1
415,0,49.7,1
416,0,20.07,1
417,0,0,1
418,0,35.2,1
419,0,23.27,1
420,1,51.97,1
421,0,37.34,1
422,1,57.25,1
423,0,34.2,1
424,1,58.35,1
425,1,72.43,1
426,1,51.18,1
427,0,30.74,1
428,0,0,1
429,0,23.22,1
430,0,39.21,1
431,0,0,1
432,0,40.53,1
433,0,0,1
434,1,72.59,1
435,1,50.25,0
436,1,62.04,0
437,0,32.65,0
438,1,83.17,0
439,1,50.42,0
440,0,21.75,0
441,0,0,0
442,0,42.25,0
443,0,39.77,0
444,0,0,0
445,1,50.13,0
446,0,46.14,0
447,0,43.33,0
448,0,38.83,0
449,0,40.54,0
450,0,30.43,0
451,0,16.45,0
452,0,17.35,0
453,0,0,0
454,0,14.41,0
455,0,22.83,0
456,1,62.49,0
457,1,68.12,0
458,0,37.97,0
459,0,0,0
460,0,47.8,0
461,0,11.11,0
462,0,0,0
463,0,45.1,0
464,1,65.93,0
465,0,34.54,0
466,0,0,0
467,1,81.68,0
468,0,26.97,0
469,1,61.51,0
470,0,49.44,0
471,0,47.25,0
472,1,53.55,0
473,1,53.82,0
474,0,0,0
475,1,60.55,0
476,0,49.33,0
477,1,73.12,0
478,0,34.72,0
479,0,5.93,0
480,1,65.45,0
481,0,24.35,0
482,1,56.23,0
483,1,57.26,0
484,0,3.89,0
485,1,72.87,0
486,0,45.32,0
487,0,23.49,0
488,0,0,0
489,0,34.99,0
490,0,37.41,0
491,0,47.43,0
492,0,44.95,0
493,0,42.48,0
494,0,27.86,0
495,1,63.34,0
496,1,78.36,0
497,0,29.88,0
498,0,35.3,0
499,0,41.02,0
500,0,49.96,0
501,0,30.47,0
502,0,0,0
503,1,51.1,0
504,0,34.51,0
505,1,62.11,0
506,0,32.68,0
507,0,15.1,0
508,1,61.9,0
509,0,43.07,0
510,1,67.56,0
511,1,56.4,0
512,0,39.42,0
513,0,34.52,0
514,0,44.45,0
515,0,24.24,0
516,0,16.37,0
517,0,7.7,0
518,0,4.55,0
519,0,6.14,0
520,0,33.96,0
521,0,10.13,0
522,0,0,0
523,0,28.99,0
524,0,0,0
525,0,0,0
526,0,24.7,0
527,0,31.87,0
528,0,41.37,0
529,0,15.18,0
530,0,0,0
531,0,38.45,0
532,0,8.84,0
533,0,11.38,0
534,0,13.53,0
535,0,45.41,0
536,0,14.24,0
537,0,44.14,0
538,0,24.54,0
539,1,58.03,0
540,0,29.77,0
541,0,0,0
542,0,21.53,0
543,0,27.7,0
544,0,16.37,0
545,0,17.82,0
546,1,50.44,0
547,0,0,0
548,0,0,0
549,0,6.77,0
550,0,26.97,0
551,0,19.19,0
552,0,14.7,0
553,0,32.69,0
554,0,23.89,0
555,0,33.48,0
556,0,25.7,0
557,0,7.86,0
558,0,26.22,0
559,0,26.42,0
560,0,26.62,0
561,0,39.09,0
562,0,39.09,0
563,0,41.37,0
564,0,36.14,0
565,0,15.18,0
566,0,14.99,0
567,0,14.99,0
568,1,56.28,0
569,1,50.37,0
570,0,31.84,0
571,0,42.91,0
572,0,33.03,0
573,0,27.77,0
574,0,48.82,0
575,0,27.77,0
576,0,23.7,0
577,0,13.69,0
578,0,20.26,0
579,0,0,0
580,0,29.07,0
581,0,37.54,0
582,0,28.35,0
583,0,15.18,0
584,0,15.55,0
585,1,63.34,0
586,1,80.83,0
587,0,36.74,0
588,0,26.5,0
589,0,36.16,0
590,1,52.26,0
591,0,28.93,0
592,0,30.85,0
593,0,19.09,0
594,1,57.86,0
595,1,56.99,0
596,0,19.09,0
597,0,16.82,0
598,0,10.18,0
599,0,10.72,0
600,0,42.7,0
601,0,45.68,0
602,0,38.52,0
603,0,40.99,0
604,0,35.56,0
605,0,35.36,0
606,0,26.46,0
607,0,48.07,0
608,0,24.7,0
609,0,42.25,0
610,1,50.15,0
611,1,53.75,0
612,0,32.56,0
613,0,42.56,0
614,0,33.03,0
615,1,52.95,0
616,0,0,0
617,1,60.07,0
618,0,23.17,0
619,0,0,0
620,0,0,0
621,1,70.25,0
622,0,0,0
623,1,51.2,0
624,0,0,0
625,0,0,0
626,1,53.04,0
627,0,0,0
628,1,57.18,0
629,0,0,0
630,1,56.14,0
631,0,13.99,0
632,1,53.97,0
633,1,55.65,0
634,0,0,0
635,0,8.1,0
636,0,29.58,0
637,0,43.66,0
638,0,0,0
639,0,46.18,0
640,0,0,0
641,0,0,0
642,1,57.42,0
643,0,0,0
644,0,33.84,0
645,0,10.73,0
646,1,56.27,0
647,0,0,0
648,0,0,0
649,1,70.86,0
650,0,0,0
651,0,0,0
652,1,57.01,0
653,0,0,0
654,1,61.34,0
655,0,0,0
656,0,17.88,0
657,0,11.9,0
658,0,14.98,0
659,0,0,0
660,0,0,0
661,0,20.53,0
662,0,0,0
663,0,12.91,0
664,1,56.14,0
665,0,13.99,0
666,1,55.25,0
667,0,8.03,0
668,1,68.53,0
669,0,14.92,0
670,0,0,0
671,1,61.33,0
672,0,0,0
673,1,66.8,0
674,0,33.04,0
675,1,62.8,0
676,0,24.7,0
677,1,55.6,0
678,0,37.8,0
679,1,60.05,0
680,0,0,0
681,0,46.33,0
682,0,0,0
683,1,59.46,0
684,0,0,0
685,0,8.73,0
686,0,0,0
687,1,55.7,0
688,0,0,0
689,1,55.6,0
690,0,8.63,0
691,0,0,0
692,0,0,0
693,0,24.7,0
694,0,11.13,0
695,0,0,0
696,1,51.78,0
697,1,70.67,0
698,1,60.89,0
699,1,95.2,0
700,1,59.7,0
701,0,29.06,0
702,0,31.7,0
703,1,78.44,0
704,0,39.88,0
705,1,54.25,0
706,1,67.42,0
707,0,17.51,0
708,0,0,0
709,0,4.24,0
710,0,37.2,0
711,0,32.11,0
712,0,0,0
713,0,19.7,0
714,0,40.77,0
715,1,51.22,0
716,1,57.55,0
717,0,25.02,0
718,0,0,0
719,0,39.14,0
720,0,0,0
721,1,64.75,0
722,0,31.51,0
723,0,42.42,0
724,1,51.22,0
725,0,7.81,0
726,0,0,0
727,1,80.35,0
728,0,0,0
729,0,9.38,0
730,0,35.25,0
731,1,61.77,0
732,0,0,0
733,0,22.49,0
734,0,14.33,0
735,0,29.01,0
736,1,51.78,0
737,1,94.04,0
738,0,40.17,0
739,1,74.98,0
740,0,33.04,0
741,0,31.19,0
742,0,37.54,0
743,0,26.97,0
744,0,33.7,0
745,0,22.11,0
746,0,6.68,0
747,0,0,0
748,0,0,0
749,0,42.56,0
750,0,29.16,0
751,1,58.86,0
752,0,0,0
753,0,48.56,0
754,0,30.61,0
755,1,51.78,0
756,0,49.11,0
757,0,36.06,0
758,1,83.42,0
759,0,47.61,0
760,1,87.2,0
761,1,51.98,0
762,0,14.1,0
763,1,64.26,0
764,0,29.33,0
765,0,0,0
766,1,73.9,0
767,0,37.97,0
768,0,42.04,0
769,0,24.44,0
770,0,0,0
771,0,6.37,0
772,0,0,0
773,0,25.22,0
774,0,0,0
775,0,7.76,0
776,0,6.67,0
777,0,0,0
778,0,16.37,0
779,1,56.59,0
780,0,0,0
781,0,24.91,0
782,0,26.37,0
783,0,36.84,0
784,0,30.69,0
785,1,77.03,0
786,0,16.25,0
787,1,80.95,0
788,0,33.44,0
789,0,29.14,0
790,1,86.37,0
791,1,52.2,0
792,0,22.05,0
793,0,48.89,0
794,0,38.75,0
795,0,11.28,0
796,0,0,0
797,1,50.81,0
798,0,21.13,0
799,0,15.25,0
800,0,10.04,0
801,0,28.14,0
802,0,41.6,0
803,0,21.79,0
804,0,45.1,0
805,0,0,0
806,1,63.08,0
807,1,68.93,0
808,0,24.18,0
809,0,16.03,0
810,0,45.36,0
811,0,36.74,0
812,0,0,0
813,0,12.6,0
814,0,1.83,0
815,0,0,0
816,0,28.28,0
817,0,3.19,0
818,0,15.03,0
819,0,0,0
820,0,14.59,0
821,0,7.39,0
822,0,18.68,0
823,0,2.62,0
824,0,44.35,0
825,0,11.85,0
826,0,18.64,0
827,0,0,0
828,0,0,0
829,1,68.45,0
830,0,13.23,0
831,0,0,0
832,0,40,0
833,0,0,0
834,0,31.82,0
835,0,0,0
836,1,52,0
837,0,35.53,0
838,0,27.83,0
839,0,18.07,0
840,0,35.74,0
841,0,31.09,0
842,0,25.6,0
843,0,11.01,0
844,0,14.59,0
845,0,7.39,0
846,0,13.76,0
847,0,0,0
848,0,22.6,0
849,0,0,0
850,0,0,0
851,0,0,0
852,0,2.89,0
853,0,0,0
854,0,0,0
855,0,0,0
856,0,0,0
857,0,6.46,0
858,0,0,0
859,1,52.55,0
860,0,47.73,0
861,0,11.7,0
862,0,42.38,0
863,0,10.02,0
864,0,10.07,0
865,0,0,0
866,0,10.73,0
867,0,0,0
868,0,0,0
869,0,33.21,0
870,0,30.74,0
871,0,0,0
872,0,11.08,0
873,0,0,0
874,0,10.04,0
875,0,10.64,0
876,0,0,0
877,0,10.92,0
878,0,7.17,0
879,0,0,0
880,0,17.73,0
881,0,8.2,0
882,0,0,0
883,0,7.92,0
884,0,12.65,0
885,0,0,0
886,0,0,0
887,0,11.87,0
888,0,0,0
889,0,9.38,0
890,0,0,0
891,0,13.88,0
892,0,2.8,0
893,0,0,0
894,0,8.18,0
895,0,0,0
896,0,9.46,0
897,0,7.62,0
898,0,10.39,0
899,0,0,0
900,0,10.92,0
901,0,9.34,0
902,0,12.78,0
903,0,12.31,0
904,0,14.82,0
905,0,6.78,0
906,0,0,0
907,0,11.08,0
908,0,0,0
909,0,14.9,0
910,0,0,0
911,0,19.37,0
912,0,8.48,0
913,0,0,0
914,0,34.7,0
915,1,75.89,0
916,0,36.31,0
917,0,0,0
918,0,0,0
919,0,24.5,0
920,0,18.4,0
921,0,28.82,0
922,0,0,0
923,0,9.89,0
924,0,0,0
925,0,14.59,0
926,0,7.39,0
927,0,11.46,0
928,0,13.59,0
929,0,9.07,0
930,0,0,0
931,0,40.99,0
932,0,11.7,0
933,0,20,0
934,0,0,0
935,0,18.81,0
936,0,0,0
937,0,6.54,0
938,0,36.14,0
939,0,31.36,0
940,0,13.03,0
941,0,27.7,0
942,0,0,0
943,0,12.84,0
944,0,0,0
945,0,9.22,0
946,0,0,0
947,0,5.76,0
948,0,0,0
949,0,42.83,0
950,0,10.17,0
951,0,22.96,0
952,0,0,0
953,0,30.41,0
954,0,0,0
955,0,18.82,0
956,0,0,0
957,0,14.7,0
958,0,0,0
959,0,37.54,0
960,0,7.9,0
961,0,0,0
962,0,23.74,0
963,0,16.53,0
964,0,0,0
965,0,23.74,0
966,0,9.58,0
967,0,0,0
968,0,32.15,0
969,0,0,0
970,0,0,0
971,0,0,0
972,0,45.79,0
973,0,14.95,0
974,0,14.12,0
975,0,0,0
976,0,9.32,0
977,0,15.83,0
978,0,3.97,0
979,1,85.41,0
980,0,6.49,0
981,0,24.86,0
982,0,0,0
983,0,19.51,0
984,0,31.99,0
985,0,0,0
986,0,24.7,0
987,0,41.85,0
988,0,0,0
989,0,14.45,0
990,0,10.35,0
991,0,9.48,0
992,0,32.56,0
993,0,0,0
994,0,20.56,0
995,0,0,0
996,0,20.58,0
997,0,13.99,0
998,0,17.56,0
999,0,23.7,0
1000,0,0,0
1001,0,12.2,0
1002,0,7.64,0
1003,0,0,0
1004,0,29.89,0
1005,0,19.7,0
1006,0,0,0
1007,0,12.2,0
1008,0,0,0
1009,0,17.44,0
1010,0,40.69,0
1011,0,12,0
1012,0,22.25,0
1013,0,6.55,0
1014,0,12.47,0
1015,0,12.2,0
1016,0,9.46,0
1017,0,30.63,0
1018,0,0,0
1019,0,0,0
1020,0,0,0
1021,0,15.61,0
1022,0,0,0
1023,0,24.93,0
1024,0,0,0
1025,1,50.61,0
1026,1,68.67,0
1027,0,18.32,0
1028,0,0,0
1029,0,9.07,0
1030,0,0,0
1031,0,26.07,0
1032,0,10.04,0
1033,0,0,0
1034,0,0,0
1035,0,0,0
1036,0,39.7,0
1037,0,3.87,0
1038,0,3.62,0
1039,0,25.31,0
1040,0,28.93,0
1041,0,0,0
1042,0,18.4,0
1043,0,0,0
1044,0,16.67,0
1045,0,0,0
1046,0,43.14,0
1047,0,5.55,0
1048,0,0,0
1049,0,28.76,0
1050,0,0,0
1051,0,43.04,0
1052,0,7.33,0
1053,0,0,0
1054,0,38.49,0
1055,0,0,0
1056,0,36.46,0
1057,0,0,0
1058,0,7.53,0
1059,0,19.91,0
1060,0,10.23,0
1061,0,10.34,0
1062,0,9.8,0
1063,0,13.43,0
1064,0,23.6,0
1065,0,19.14,0
1066,0,17.49,0
1067,0,0,0
1068,0,38.6,0
1069,0,0,0
1070,1,57.09,0
1071,0,18.51,0
1072,0,17.58,0
1073,0,0,0
1074,0,17.8,0
1075,0,0,0
1076,0,26.14,0
1077,0,9.56,0
1078,0,9.02,0
1079,0,34.08,0
1080,0,42.24,0
1081,0,7.51,0
1082,0,0,0
1083,0,0,0
1084,0,20.23,0
1085,0,23.63,0
1086,0,0,0
1087,0,21.41,0
1088,0,35.79,0
1089,0,35.81,0
1090,0,44.78,0
1091,0,7.91,0
1092,0,0,0
1093,0,0,0
1094,0,37.97,0
1095,0,0,0
1096,0,0,0
1097,0,5.13,0
1098,0,32.43,0
1099,0,33.77,0
1100,0,6.37,0
1101,0,0,0
1102,0,40.72,0
1103,0,30.65,0
1104,0,36.62,0
1105,0,14.7,0
1106,0,0,0
1107,0,0,0
1108,0,13.56,0
1109,0,39.12,0
1110,0,16.48,0
1111,0,20.31,0
1112,0,22.37,0
1113,0,14.95,0
1114,0,33.88,0
1115,0,0,0
1116,0,7.94,0
1117,0,21.92,0
1118,0,19.85,0
1119,1,85.37,0
1120,0,15.29,0
1121,0,31.89,0
1122,0,26.5,0
1123,0,0,0
1124,0,0,0
1125,0,0,0
1126,0,0,0
1127,0,0,0
1128,0,0,0
1129,0,0,0
1130,0,0,0
1131,0,0,0
1132,0,2.5,0
1133,0,19.2,0
1134,1,56.24,0
1135,1,50.97,0
1136,0,0,0
1137,0,27.77,0
1138,0,13.42,0
1139,0,39.7,0
1140,0,0,0
1141,0,15.79,0
1142,0,8.44,0
1143,0,0,0
1144,1,78.57,0
1145,0,28.2,0
1146,0,0,0
1147,0,0,0
1148,0,0,0
1149,0,36.85,0
1150,0,34.96,0
1151,0,35.09,0
1152,0,29.19,0
1153,1,77.58,0
1154,0,17.7,0
1155,0,31.8,0
1156,0,0,0
1157,0,0,0
1158,0,0,0
1159,0,0,0
1160,0,0,0
1161,0,12.64,0
1162,0,41.26,0
1163,0,21.13,0
1164,1,54.41,0
1165,0,44.14,0
1166,0,19.97,0
1167,0,30.63,0
1168,1,52.38,0
1169,1,78.92,0
1170,0,13.04,0
1171,0,39.58,0
1172,0,12.2,0
1173,1,81.7,0
1174,0,0,0
1175,0,0,0
1176,0,0,0
1177,0,7.21,0
1178,1,60.57,0
1179,0,14.07,0
1180,1,57.46,0
1181,0,47.07,0
1182,0,15.95,0
1183,0,36.23,0
1184,1,53.1,0
1185,0,22.22,0
1186,0,0,0
1187,0,13.27,0
1188,0,0,0
1189,0,17.06,0
1190,0,0,0
1191,0,16.51,0
1192,0,46.88,0
1193,0,46.66,0
1194,0,24.54,0
1195,0,22.34,0
1196,1,56.98,0
1197,1,72.42,0
1198,1,69.47,0
1199,0,48.93,0
1200,0,0,0
1201,0,18.93,0
1202,0,18.72,0
1203,0,13.65,0
1204,0,16.47,0
1205,0,18.67,0
1206,0,14.24,0
1207,0,46.3,0
1208,0,10.95,0
1209,0,42.16,0
1210,1,59.36,0
1211,0,26.43,0
1212,0,16.25,0
1213,0,0,0
1214,0,19.57,0
1215,0,43.01,0
1216,0,31.49,0
1217,0,47.57,0
1218,0,11.31,0
1219,0,39.57,0
1220,1,59.82,0
1221,0,29.51,0
1222,0,18.37,0
1223,0,0,0
1224,0,19.57,0
1225,0,48.4,0
1226,0,31.73,0
1227,0,45.45,0
1228,0,23.38,0
1229,0,0,0
1230,0,29.27,0
1231,0,49.7,0
1232,1,55.64,0
1233,0,28.61,0
1234,0,0,0
1235,0,0,0
1236,0,2.84,0
1237,0,25.56,0
1238,0,38.21,0
1239,0,32.39,0
1240,0,46.08,0
1241,0,27.55,0
1242,0,0,0
1243,0,0,0
1244,0,42.67,0
1245,1,53,0
1246,1,56.37,0
1247,0,19.7,0
1248,0,23.92,0
1249,0,0,0
1250,0,0,0
1251,0,20.48,0
1252,0,37.2,0
1253,0,39.38,0
1254,1,53.96,0
1255,0,26.43,0
1256,0,16.37,0
1257,0,0,0
1258,0,24.7,0
1259,0,46.34,0
1260,0,43.54,0
1261,1,52.43,0
1262,0,28.84,0
1263,0,0,0
1264,0,0,0
1265,0,0,0
1266,0,32.34,0
1267,0,42.91,0
1268,0,30.9,0
1269,0,49.24,0
1270,0,30,0
1271,0,0,0
1272,0,0,0
1273,0,2.49,0
1274,0,48.33,0
1275,1,51.5,0
1276,0,41.72,0
1277,0,49.47,0
1278,0,24.87,0
1279,0,0,0
1280,0,0,0
1281,0,2.84,0
1282,0,29.27,0
1283,0,47.2,0
1284,0,30.77,0
1285,0,23.38,0
1286,0,36.64,0
1287,0,9.31,0
1288,0,5.89,0
1289,0,20.11,0
1290,0,22.2,0
1291,0,11.61,0
1292,0,4.27,0
1293,0,20.38,0
1294,0,25.23,0
1295,0,18.36,0
1296,1,72.47,0
1297,0,21.82,0
1298,1,51.9,0
1299,0,0,0
1300,0,0,0
1301,0,10.81,0
1302,0,0,0
1303,0,11.06,0
1304,0,0,0
1305,0,0,0
1306,0,0,0
1307,0,41.21,0
1308,0,38,0
1309,0,35.41,0
1310,0,43.99,0
1311,1,52.41,0
1312,0,24.96,0
1313,0,26.37,0
1314,0,20.63,0
1315,1,60.5,0
1316,0,0,0
1317,1,71.3,0
1318,0,22.34,0
1319,0,45.22,0
1320,0,0,0
1321,0,0,0
1322,0,0,0
1323,0,0,0
1324,0,0,0
1325,0,0,0
1326,0,2.53,0
1327,0,37.2,0
1328,0,21.34,0
1329,0,37.91,0
1330,0,39.57,0
1331,0,18.52,0
1332,0,20.58,0
1333,0,31.67,0
1334,0,0,0
1335,1,63.06,0
1336,1,56.09,0
1337,0,20.43,0
1338,0,13.43,0
1339,0,24.04,0
1340,0,45.76,0
1341,1,58.14,0
1342,1,66.05,0
1343,1,58.82,0
1344,0,0,0
1345,0,0,0
1346,0,25.81,0
1347,0,12.67,0
1348,0,18.04,0
1349,0,15.98,0
1350,0,16.16,0
1351,0,17.06,0
1352,0,15.28,0
1353,0,48.11,0
1354,0,30,0
1355,0,0,0
1356,0,6.22,0
1357,0,0,0
1358,0,0,0
1359,0,37.95,0
1360,0,32.23,0
1361,1,52.64,0
1362,0,38.24,0
1363,0,38.17,0
1364,1,66.54,0
1365,0,25.72,0
1366,0,0,0
1367,0,0,0
1368,0,0,0
1369,0,29.77,0
1370,0,41,0
1371,0,26.36,0
1372,1,53.95,0
1373,0,27.4,0
1374,0,18.14,0
1375,0,0,0
1376,0,11.24,0
1377,1,51.16,0
1378,0,28.74,0
1379,1,63.16,0
1380,0,29.35,0
1381,0,0,0
1382,0,0,0
1383,0,0,0
1384,0,37.11,0
1385,0,39.19,0
1386,0,37.72,0
1387,0,49.12,0
1388,0,24.41,0
1389,0,0,0
1390,0,0,0
1391,0,34.87,0
1392,0,45.3,0
1393,1,61.44,0
1394,0,28.54,0
1395,0,25.58,0
1396,0,0,0
1397,0,0,0
1398,0,25.67,0
1399,0,37.69,0
1400,0,31.79,0
1401,0,41.23,0
1402,0,35.98,0
1403,0,12.65,0
1404,0,13.62,0
1405,1,50.62,0
1406,1,59.95,0
1407,0,28.54,0
1408,0,25.58,0
1409,0,0,0
1410,0,0,0
1411,0,25.67,0
1412,0,37.69,0
1413,0,37.02,0
1414,0,41.23,0
1415,0,38.31,0
1416,0,3.35,0
1417,0,43.45,0
1418,1,61.8,0
1419,0,29.53,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,34.84,0
1424,0,30.67,0
1425,0,39.37,0
1426,0,40.73,0
