Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,6,7,8,9,10,Written
40-79,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.08826583592938733,0.004153686396677051,0.16800330727269863,0.0,0.0,0.02398753894080997,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.08348134991119005,0.007104795737122558,0.5254722206302023,0.0,0.0,0.024134103019538188,0.07548845470692718,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120-159,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.05154639175257732,0.008100147275405008,0.7543797755590604,0.008836524300441826,0.0,0.024282032400589102,0.8895434462444771,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
160-199,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.03961456102783726,0.004282655246252677,0.2710240863920484,0.0,0.0010706638115631692,0.02395610278372591,0.8254817987152034,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200-239,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.07466666666666667,0.005333333333333333,0.35572942806336766,0.0,0.0,0.053037037037037035,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,LessonParserStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserStep.java,0.09052808046940486,0.0,0.0075440067057837385,0.0,0.002514668901927913,0.02418273260687343,0.21234981838502376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,LessonParserStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserStep.java,0.058765915768854066,0.0009794319294809011,0.16131388235805733,0.007835455435847209,0.0019588638589618022,0.024045053868756123,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,LessonParserStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserStep.java,0.0641025641025641,0.0,0.11855863617004686,0.0,0.02564102564102564,0.09971509971509972,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,LessonParserTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserTest.java,0.050487156775907885,0.001771479185119575,0.11477712091520398,0.0,0.0070859167404783,0.024136403897254206,0.6678476527900797,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,LessonParserTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserTest.java,0.043478260869565216,0.0,0.1384071565732226,0.015810276679841896,0.003952569169960474,0.10759771629336846,0.9169960474308301,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,LogImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LogImpl.java,0.06573426573426573,0.006993006993006993,0.19358342202883122,0.0,0.012587412587412588,0.023636363636363636,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,LogImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LogImpl.java,0.06557377049180328,0.00819672131147541,0.2552813167443621,0.0,0.00819672131147541,0.10382513661202185,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaCryptoStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaCryptoStep.java,0.04839809134287662,0.0013633265167007499,0.17774778482023584,0.00954328561690525,0.0054533060668029995,0.024335378323108385,0.0,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaCryptoStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaCryptoStep.java,0.05714285714285714,0.0,0.12523220832935067,0.0,0.0,0.13061224489795917,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaEncrypt.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaEncrypt.java,0.07585470085470085,0.004273504273504274,0.17044006758288602,0.0,0.008547008547008548,0.023958333333333335,0.0,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaEncrypt.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaEncrypt.java,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaEncrytTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaEncrytTest.java,0.05315203955500618,0.002472187886279357,0.08325885055490036,0.0,0.00865265760197775,0.024436626414376723,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.06790123456790123,0.0030864197530864196,0.16817750020018313,0.0,0.00720164609053498,0.02399691358024691,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.09299895506792058,0.00522466039707419,0.05792613914382289,0.0,0.009404388714733543,0.023981191222570534,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.06467661691542288,0.001658374792703151,0.07255884030236719,0.0,0.01990049751243781,0.03173023770038695,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.04828042328042328,0.0,0.10287850303642052,0.007275132275132275,0.004629629629629629,0.02435515873015873,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.06498781478472786,0.0,0.14684271758148498,0.008935824532900082,0.003249390739236393,0.02420796100731113,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.02588235294117647,0.002352941176470588,0.2105955911082878,0.021176470588235293,0.0,0.0453781512605042,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediainfoMappingQuery.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoMappingQuery.java,0.022286821705426358,0.0,0.1985090025363134,0.01744186046511628,0.0048449612403100775,0.03354717989842288,0.0,0.41379310344827597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaPackStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStep.java,0.04032809295967191,0.000683526999316473,0.14048028480063218,0.004784688995215311,0.005468215994531784,0.02433356117566644,0.0,0.27499999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaPackStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStep.java,0.04938271604938271,0.0,0.13958052157420886,0.0,0.00823045267489712,0.0731244064577398,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaPackStepTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStepTest.java,0.04419889502762431,0.0015785319652722968,0.0778354907412436,0.003946329913180742,0.007103393843725336,0.024230465666929754,0.32202052091554856,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaPackStepTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStepTest.java,0.0,0.0,0.21984334648389098,0.0,0.0,0.19090909090909092,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MediaTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaTest.java,0.045714285714285714,0.0019047619047619048,0.1280422301269668,0.0,0.007619047619047619,0.02407142857142857,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MediaTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaTest.java,0.05249343832020997,0.0,0.2116202122598361,0.0,0.0026246719160104987,0.07450030284675954,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MessageHandler.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHandler.java,0.04793863854266539,0.0,0.015340364333652923,0.0,0.00862895493767977,0.024065196548418027,0.1112176414189837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MessageHandler.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHandler.java,0.06717044500419815,0.0025188916876574307,0.13570997360634587,0.0,0.0041981528127623844,0.024181360201511334,0.9496221662468514,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,MessageHandler.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHandler.java,0.06490649064906491,0.0011001100110011,0.27901906739265436,0.0,0.0011001100110011,0.048954895489548955,0.0,0.49999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MessageHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHelper.java,0.06052393857271906,0.004516711833785004,0.1495014093352531,0.0,0.008130081300813009,0.024119241192411923,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MessageHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHelper.java,0.0,0.0,0.32229285466815377,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MessageManager.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManager.java,0.04816955684007707,0.0009633911368015414,0.06057544445912502,0.0,0.007707129094412331,0.0240606936416185,0.0,0.07500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MessageManager.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManager.java,0.05070202808112324,0.00234009360374415,0.14191558810817229,0.0039001560062402497,0.0039001560062402497,0.02423946957878315,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,MessageManager.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManager.java,0.043137254901960784,0.011764705882352941,0.5074085816529582,0.00392156862745098,0.0,0.07973856209150326,0.0,0.5833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MessageManagerTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManagerTest.java,0.04871794871794872,0.002564102564102564,0.03490941586240075,0.0,0.010256410256410256,0.028167420814479635,0.23461538461538461,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.04823151125401929,0.0,0.029586125642023467,0.0,0.005627009646302251,0.024216237942122187,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40-79,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.0926517571884984,0.006389776357827476,0.33439918899927923,0.0010649627263045794,0.005324813631522897,0.023961661341853034,0.0,0.22499999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80-119,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.07285974499089254,0.007285974499089253,0.4100924720568522,0.0,0.0009107468123861566,0.024112021857923497,0.06648451730418943,0.37500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120-159,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.0,0.0,0.5,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MockModel.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockModel.java,0.08411214953271028,0.0,0.1015655522052528,0.0,0.020560747663551402,0.023819793913251855,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MockStep1.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockStep1.java,0.05928853754940711,0.0,0.10664769289150318,0.0,0.007905138339920948,0.04356809198706432,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-39,MockStep2.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockStep2.java,0.05928853754940711,0.0,0.10676594341242693,0.0,0.007905138339920948,0.04356809198706432,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
