Row Range,File Name,File Path,Whitespace Ratio,Statement Words,Tabs,Underscores,Empty Lines,Mean Line Length,Mean Comment Length,1,2,3,4,5,6,7,8,9,10,Written
50-99,IWorker.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorker.java,0.12668463611859837,0.0,0.07816711590296496,0.0,0.0,0.030727762803234502,0.12129380053908356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,IWorkerPool.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\IWorkerPool.java,0.1079136690647482,0.0,0.012332990750256937,0.0,0.0051387461459403904,0.022806244800078306,0.17394655704008222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.07336757153338225,0.0007336757153338225,0.0,0.0,0.005135730007336757,0.019280997798972854,0.21093176815847395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.06026058631921824,0.006514657980456026,0.1469610491086261,0.008957654723127036,0.004071661237785016,0.019201954397394135,0.3342833876221498,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.061306532663316586,0.005025125628140704,0.22220162531718798,0.0020100502512562816,0.0020100502512562816,0.019015075376884422,0.13869346733668342,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
150-199,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.04041146216017634,0.005143277002204262,0.20170045491496044,0.0029390154298310064,0.002204261572373255,0.019279941219691402,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200-249,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.03869969040247678,0.0046439628482972135,0.251138088570505,0.0030959752321981426,0.0015479876160990713,0.019241486068111456,0.0,0.4400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
250-299,JMSTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JMSTest.java,0.06965174129353234,0.009950248756218905,0.3271689536835459,0.0,0.0,0.06680881307746979,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,JsonResult.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JsonResult.java,0.11789038262668046,0.0,0.04078129596623773,0.0,0.007238883143743537,0.018986556359875905,0.140641158221303,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,JsonResult.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\JsonResult.java,0.15217391304347827,0.0,0.06521739130434782,0.0,0.0,0.13354037267080746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,LessonInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfo.java,0.109107303877367,0.0,0.029167431903735542,0.0,0.002705139765554554,0.019116321009918846,0.14201983769161405,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,LessonInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfo.java,0.10829493087557604,0.0,0.09799464451059534,0.0,0.0,0.018870967741935484,0.04665898617511521,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,LessonInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfo.java,0.08835341365461848,0.004016064257028112,0.1483690543064074,0.0,0.0,0.058734939759036146,0.16265060240963855,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.09720062208398134,0.0,0.00933125972006221,0.0,0.0038880248833592537,0.019237947122861584,0.18170036288232244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.07078925956061839,0.005695687550854353,0.387187839969775,0.0,0.0,0.01920260374288039,0.03336045565500407,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.0702576112412178,0.00819672131147541,0.6598170220104206,0.00702576112412178,0.0,0.01942622950819672,0.6984777517564403,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
150-199,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.03824247355573637,0.004882017900732303,0.2865100345526088,0.0,0.0008136696501220504,0.01920260374288039,0.8437754271765663,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
200-249,LessonInfoParser.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonInfoParser.java,0.07466666666666667,0.005333333333333333,0.35572942806336766,0.0,0.0,0.053037037037037035,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,LessonParserStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserStep.java,0.08513425016371971,0.0,0.016371971185330715,0.003929273084479371,0.0026195153896529143,0.019358218729535037,0.16590264134468458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,LessonParserStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserStep.java,0.05613577023498695,0.0013054830287206266,0.18698132062656553,0.0026109660574412533,0.0039164490861618795,0.024369016536118365,0.14490861618798956,0.23076923076923073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,LessonParserTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LessonParserTest.java,0.049168474331164135,0.0014461315979754157,0.11908570978113608,0.0028922631959508315,0.006507592190889371,0.019699853911195716,0.7288503253796096,0.2040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,LogImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\LogImpl.java,0.06563245823389022,0.007159904534606206,0.2126390824471032,0.0,0.011933174224343675,0.019239199259656132,0.0,0.3673469387755103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaCryptoStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaCryptoStep.java,0.04876462938881664,0.0013003901170351106,0.16590168693296592,0.009102730819245773,0.005851755526657998,0.020640234623578564,0.0,0.23404255319148937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaEncrypt.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaEncrypt.java,0.07561235356762513,0.004259850905218318,0.16488680616385523,0.0,0.008519701810436636,0.022769917338607434,0.0,0.26190476190476186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaEncrytTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaEncrytTest.java,0.05315203955500618,0.002472187886279357,0.08325885055490036,0.0,0.00865265760197775,0.024436626414376723,0.0,0.10256410256410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.07428571428571429,0.0032653061224489797,0.1542572101478068,0.0,0.006530612244897959,0.0192,0.0,0.19999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.0809608540925267,0.004448398576512456,0.06544975328819959,0.0,0.013345195729537367,0.01912811387900356,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,MediaInfo.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaInfo.java,0.06557377049180328,0.0,0.02185792349726776,0.0,0.01639344262295082,0.09508196721311475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.056657223796033995,0.0,0.09663648050219126,0.00793201133144476,0.0050991501416430595,0.01944475920679887,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.045616535994297935,0.0007127583749109052,0.18225787327777038,0.012116892373485389,0.0021382751247327157,0.019301496792587313,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,MediainfoDAOImpl.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoDAOImpl.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediainfoMappingQuery.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediainfoMappingQuery.java,0.022286821705426358,0.0,0.1985090025363134,0.01744186046511628,0.0048449612403100775,0.03354717989842288,0.0,0.41379310344827597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaPackStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStep.java,0.041740152851263965,0.0005878894767783657,0.13650707925959474,0.00411522633744856,0.005878894767783657,0.019423868312757202,0.0,0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MediaPackStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStep.java,0.0,0.0,0.32465242053767474,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaPackStepTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaPackStepTest.java,0.04129793510324484,0.0014749262536873156,0.0921728067289162,0.003687315634218289,0.00663716814159292,0.02150114716486398,0.3665191740412979,0.15555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MediaTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaTest.java,0.047685834502103785,0.001402524544179523,0.14653806284010024,0.0,0.006311360448807854,0.01931276297335203,0.0,0.25999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MediaTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MediaTest.java,0.0,0.0,0.3398448074702401,0.0,0.0,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MessageHandler.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHandler.java,0.052759740259740256,0.0,0.021103896103896104,0.0,0.008928571428571428,0.019204545454545453,0.24756493506493507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MessageHandler.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHandler.java,0.06485355648535565,0.0020920502092050207,0.20823288429428624,0.0,0.0020920502092050207,0.01948744769874477,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MessageHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageHelper.java,0.06019766397124888,0.004492362982929021,0.1514093164700756,0.0,0.008086253369272238,0.022378236068451074,0.0,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MessageManager.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManager.java,0.05431547619047619,0.001488095238095238,0.061743971036609134,0.0,0.006696428571428571,0.01927083333333333,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MessageManager.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManager.java,0.04301948051948052,0.004058441558441558,0.2589237228949453,0.00487012987012987,0.004058441558441558,0.02301716141001855,0.0,0.38095238095238104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MessageManagerTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessageManagerTest.java,0.04871794871794872,0.002564102564102564,0.03490941586240075,0.0,0.010256410256410256,0.028167420814479635,0.23461538461538461,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.0507399577167019,0.0,0.038326214891097235,0.0,0.006342494714587738,0.01930937279774489,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.08943661971830986,0.008450704225352112,0.4529347560664829,0.0007042253521126761,0.0014084507042253522,0.019309859154929578,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100-149,MessagePoller.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MessagePoller.java,0.06047516198704104,0.004319654427645789,0.3793230561982087,0.0,0.0021598272138228943,0.036384781525170294,0.20302375809935205,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MockModel.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockModel.java,0.08411214953271028,0.0,0.1015655522052528,0.0,0.020560747663551402,0.023819793913251855,0.0,0.1282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MockStep1.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockStep1.java,0.05928853754940711,0.0,0.10664769289150318,0.0,0.007905138339920948,0.04356809198706432,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MockStep2.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockStep2.java,0.05928853754940711,0.0,0.10676594341242693,0.0,0.007905138339920948,0.04356809198706432,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,MockStep3.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\MockStep3.java,0.05928853754940711,0.0,0.10686215243075142,0.0,0.007905138339920948,0.04356809198706432,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,NumericHelper.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\NumericHelper.java,0.07188160676532769,0.0,0.09609737521374424,0.0,0.010570824524312896,0.041456016177957536,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,ProcessExecutor.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ProcessExecutor.java,0.07306711979609176,0.0016992353440951572,0.09799984091228714,0.0,0.005097706032285472,0.02298013512966784,0.0,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,ResourceProcessingStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ResourceProcessingStep.java,0.047592695074709465,0.002213613724405091,0.2903489345251617,0.008854454897620365,0.004427227448810182,0.01945766463752075,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,ResourceProcessingStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ResourceProcessingStep.java,0.05063291139240506,0.0,0.11711063375744596,0.0,0.0,0.13200723327305605,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,ResourceStepTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ResourceStepTest.java,0.023515579071134628,0.0011757789535567313,0.13305507979779643,0.007054673721340388,0.005878894767783657,0.019832271532951806,0.6360964138741917,0.26530612244897955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,SecurityInterceptor.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\SecurityInterceptor.java,0.07798617966436328,0.0019743336623889436,0.03946123232415735,0.0,0.005923000987166831,0.03130274177626342,0.558736426456071,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,ShellCommand.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\ShellCommand.java,0.0727580372250423,0.001692047377326565,0.08512537548947328,0.0,0.011844331641285956,0.03169768753525099,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,SlicerPublishStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\SlicerPublishStep.java,0.04865181711606096,0.0029308323563892145,0.1577773409342573,0.007033997655334115,0.005861664712778429,0.019425556858147713,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50-99,SlicerPublishStep.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\SlicerPublishStep.java,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,SlicerPubStepTest.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\SlicerPubStepTest.java,0.03769559032716927,0.001422475106685633,0.10918884254269165,0.010668563300142247,0.006401137980085348,0.021043354567382027,0.6735419630156472,0.19565217391304346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,StepBase.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\StepBase.java,0.05339805825242718,0.0048543689320388345,0.10014702893468197,0.0,0.008090614886731391,0.043909973521624006,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0-49,StepExecuteException.java,C:\Users\l-tipaek\Desktop\Research\NestedBigramsResearch\Data\GPT - Rewrite\Anomalous\BingGPT4\Format\pacman\pacman\StepExecuteException.java,0.06149732620320856,0.0,0.034759358288770054,0.0,0.013368983957219251,0.05009850830284267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
